EMPLOYEEID;DIVISIONID;DEPARTMENTID;JOBID;JOBCLASSIFICATIONID;MANAGERID;EXITREASON;DATE;EXITDATE;FTE;STANDARDWEEKLYHOURS;WORKINGDAYSPERWEEK;SALARY
E299742;DIV09;DEP023;402;JC_Specialist;M300121;Voluntary Termination - Career Development;20140103;20151101;1;40;5; 83.467,00 
E299743;DIV02;DEP023;452;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140103;20151102;1;40;5; 82.959,00 
E299744;DIV03;DEP023;461;JC_Associate;M237930;Voluntary Termination - Compensation;20140103;20151103;1;40;5; 244.497,00 
E299745;DIV05;DEP023;443;JC_Senior specialist;M044139;Voluntary Termination - Compensation;20140103;20151104;1;40;5; 65.632,00 
E299746;DIV03;DEP023;453;JC_Expert;M237930;Voluntary Termination - Compensation;20140103;20151105;1;40;5; 109.396,00 
E299747;DIV09;DEP023;453;JC_Expert;M300121;Voluntary Termination - Career Development;20140103;20151106;1;40;5; 80.273,00 
E299748;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Personal Reason;20140103;20151107;1;40;5; 70.498,00 
E299749;DIV03;DEP023;452;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140103;20151108;1;40;5; 214.728,00 
E299750;DIV03;DEP023;443;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140103;20151109;1;40;5; 233.448,00 
E299751;DIV04;DEP023;291;JC_Associate;M019974;Voluntary Termination - Career Development;20140103;20151110;1;40;5; 62.818,00 
E299752;DIV09;DEP023;443;JC_Senior specialist;M300121;Voluntary Termination - Career Development;20140103;20151111;1;40;5; 86.456,00 
E299753;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Personal Reason;20140103;20151112;1;40;5; 70.237,00 
E299754;DIV03;DEP023;451;JC_Specialist;M237930;Voluntary Termination - Early Retirement;20140103;20151113;1;40;5; 87.756,00 
E299755;DIV06;DEP023;453;JC_Expert;M044771;Voluntary Termination - Early Retirement;20140103;20151114;1;40;5; 109.571,00 
E299756;DIV03;DEP023;251;JC_Associate;M237930;Voluntary Termination - Career Development;20140103;20151115;1;40;5; 276.719,00 
E299757;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Personal Reason;20140103;20151116;1;40;5; 111.983,00 
E299758;DIV04;DEP023;252;JC_Specialist;M019974;Voluntary Termination - Career Development;20140103;20151117;1;40;5; 24.986,00 
E299759;DIV03;DEP023;252;JC_Specialist;M266882;Voluntary Termination - Career Development;20140103;20151118;1;40;5; 68.055,00 
E299760;DIV02;DEP023;311;JC_Associate;M252825;Voluntary Termination - Personal Reason;20140103;20151119;1;40;5; 112.807,00 
E299761;DIV03;DEP023;431;JC_Associate;M237930;Voluntary Termination - Career Development;20140103;20151120;1;40;5; 110.571,00 
E299762;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Personal Reason;20140103;20151121;1;40;5; 111.049,00 
E299763;DIV03;DEP023;444;JC_Expert;M237930;Voluntary Termination - Career Development;20140103;20151122;1;40;5; 264.248,00 
E299764;DIV03;DEP023;461;JC_Associate;M237930;Voluntary Termination - Career Development;20140103;20151123;1;40;5; 223.464,00 
E299765;DIV09;DEP023;444;JC_Expert;M300121;Voluntary Termination - Career Development;20140103;20151124;1;40;5; 73.789,00 
E299766;DIV06;DEP023;450;JC_Associate;M044771;Voluntary Termination - Career Development;20140103;20151125;1;40;5; 70.343,00 
E299767;DIV03;DEP023;442;JC_Specialist;M237930;Voluntary Termination - Compensation;20140103;20151126;1;40;5; 259.471,00 
E299768;DIV02;DEP023;251;JC_Associate;M252825;Voluntary Termination - Personal Reason;20140103;20151127;1;40;5; 76.230,00 
E299769;DIV02;DEP023;444;JC_Expert;M252825;Voluntary Termination - Career Development;20140103;20151128;1;40;5; 83.032,00 
E299770;DIV03;DEP023;450;JC_Associate;M237930;Voluntary Termination - Compensation;20140103;20151129;1;40;5; 107.447,00 
E299771;DIV09;DEP023;443;JC_Senior specialist;M300121;Voluntary Termination - Career Development;20140103;20151130;1;40;5; 109.007,00 
E299772;DIV03;DEP023;455;JC_Director;M237930;Voluntary Termination - Career Development;20140103;20151201;1;40;5; 242.173,00 
E299773;DIV03;DEP023;431;JC_Associate;M237930;Voluntary Termination - Career Development;20140103;20151202;1;40;5; 110.203,00 
E299774;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Career Development;20140103;20151203;1;40;5; 110.543,00 
E299775;DIV03;DEP023;445;JC_Manager;M266882;Voluntary Termination - Career Development;20140103;20151204;1;40;5; 27.402,00 
E299776;DIV06;DEP023;453;JC_Expert;M109659;Involuntary Elimination of Position;20140210;20151205;1;40;5; 31.883,00 
E299777;DIV09;DEP023;452;JC_Senior specialist;M300121;Involuntary Elimination of Position;20140210;20151206;1;40;5; 112.492,00 
E299778;DIV02;DEP023;454;JC_Manager;M252825;Voluntary Termination - Personal Reason;20140210;20151207;1;40;5; 120.636,00 
E299779;DIV03;DEP023;445;JC_Manager;M237930;Involuntary Elimination of Position;20140210;20151208;1;40;5; 277.603,00 
E299780;DIV03;DEP023;601;JC_Executive;M237930;Involuntary Elimination of Position;20140210;20151209;1;40;5; 112.135,00 
E299781;DIV01;DEP023;292;JC_Specialist;M144808;Involuntary Elimination of Position;20140210;20151210;1;40;5; 47.322,00 
E299782;DIV05;DEP023;432;JC_Specialist;M044139;Involuntary Elimination of Position;20140210;20151211;1;40;5; 28.188,00 
E299783;DIV02;DEP023;252;JC_Specialist;M252825;Voluntary Termination - Personal Reason;20140210;20151212;1;40;5; 71.037,00 
E299784;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Personal Reason;20140210;20151213;1;40;5; 111.261,00 
E299785;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Personal Reason;20140210;20151214;1;40;5; 58.981,00 
E299786;DIV03;DEP023;292;JC_Specialist;M237930;Involuntary Elimination of Position;20140210;20151215;1;40;5; 246.199,00 
E299787;DIV02;DEP023;461;JC_Associate;M252825;Involuntary Elimination of Position;20140210;20151216;1;40;5; 74.922,00 
E299788;DIV02;DEP023;322;JC_Senior specialist;M252825;Voluntary Termination - Compensation;20140210;20151217;1;40;5; 301.657,00 
E299789;DIV04;DEP023;443;JC_Senior specialist;M095280;Involuntary Elimination of Position;20140210;20151218;1;40;5; 76.962,00 
E299790;DIV06;DEP023;252;JC_Specialist;M109659;Voluntary Termination - Career Development;20140210;20151219;1;40;5; 30.911,00 
E299791;DIV03;DEP023;402;JC_Specialist;M237930;Voluntary Termination - Career Development;20140210;20151220;1;40;5; 112.906,00 
E299792;DIV02;DEP023;241;JC_Specialist;M252825;Voluntary Termination - Early Retirement;20140210;20151221;1;40;5; 78.167,00 
E299793;DIV03;DEP023;442;JC_Specialist;M237930;Voluntary Termination - Career Development;20140210;20151222;1;40;5; 74.816,00 
E299794;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Personal Reason;20140210;20151223;1;40;5; 68.257,00 
E299795;DIV02;DEP023;444;JC_Expert;M252825;Voluntary Termination - Personal Reason;20140210;20151224;1;40;5; 86.283,00 
E299796;DIV03;DEP023;442;JC_Specialist;M237930;Voluntary Termination - Career Development;20140210;20151225;1;40;5; 56.437,00 
E299797;DIV02;DEP023;215;JC_Manager;M252825;Voluntary Termination - Career Development;20140210;20151226;1;40;5; 61.108,00 
E299798;DIV03;DEP023;450;JC_Associate;M237930;Voluntary Termination - Compensation;20140210;20151227;1;40;5; 105.856,00 
E299799;DIV02;DEP023;252;JC_Specialist;M252825;Voluntary Termination - Personal Reason;20140210;20151228;1;40;5; 67.941,00 
E299800;DIV09;DEP023;444;JC_Expert;M300121;Voluntary Termination - Career Development;20140210;20160225;1;40;5; 94.523,00 
E299801;DIV03;DEP023;452;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140112;20160226;1;40;5; 234.840,00 
E299802;DIV01;DEP023;601;JC_Executive;M144808;Voluntary Termination - Career Development;20140112;20160227;1;40;5; 31.922,00 
E299803;DIV02;DEP023;452;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140112;20160228;1;40;5; 82.961,00 
E299804;DIV03;DEP023;442;JC_Specialist;M237930;Voluntary Termination - Career Development;20140112;20160301;1;40;5; 72.514,00 
E299805;DIV03;DEP023;401;JC_Associate;M237930;Voluntary Termination - Career Development;20140112;20160302;1;40;5; 61.248,00 
E299806;DIV02;DEP023;444;JC_Expert;M252825;Voluntary Termination - Career Development;20140112;20160303;1;40;5; 87.966,00 
E299807;DIV05;DEP023;451;JC_Specialist;M044139;Voluntary Termination - Career Development;20140112;20160304;1;40;5; 27.479,00 
E299808;DIV03;DEP023;453;JC_Expert;M266882;Voluntary Termination - Career Development;20140112;20160305;1;40;5; 31.740,00 
E299809;DIV01;DEP023;432;JC_Specialist;M144808;Voluntary Termination - Career Development;20140112;20160306;1;40;5; 34.381,00 
E299810;DIV02;DEP023;452;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140112;20160307;1;40;5; 59.888,00 
E299811;DIV04;DEP023;443;JC_Senior specialist;M095280;Voluntary Termination - Career Development;20140112;20160308;1;40;5; 73.491,00 
E299812;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Early Retirement;20140112;20160309;1;40;5; 54.987,00 
E299813;DIV03;DEP023;443;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140112;20160310;1;40;5; 42.871,00 
E299814;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140112;20160311;1;40;5; 133.242,00 
E299815;DIV02;DEP023;452;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140112;20160312;1;40;5; 86.932,00 
E299816;DIV09;DEP023;452;JC_Senior specialist;M300121;Voluntary Termination - Career Development;20140312;20160313;1;40;5; 31.480,00 
E299817;DIV03;DEP023;443;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140312;20160314;1;40;5; 64.734,00 
E299818;DIV01;DEP023;442;JC_Specialist;M144808;Voluntary Termination - Career Development;20140312;20160315;1;40;5; 31.617,00 
E299819;DIV01;DEP023;452;JC_Senior specialist;M144808;Voluntary Termination - Career Development;20140312;20160316;1;40;5; 23.088,00 
E299820;DIV05;DEP023;443;JC_Senior specialist;M044139;Voluntary Termination - Career Development;20140312;20160317;1;40;5; 29.510,00 
E299821;DIV02;DEP023;453;JC_Expert;M252825;Voluntary Termination - Career Development;20140812;20160318;1;40;5; 77.834,00 
E299822;DIV03;DEP023;453;JC_Expert;M266882;Voluntary Termination - Career Development;20140812;20160319;1;40;5; 29.794,00 
E299823;DIV04;DEP023;452;JC_Senior specialist;M096889;Voluntary Termination - Early Retirement;20140812;20160320;1;40;5; 84.333,00 
E299824;DIV03;DEP023;443;JC_Senior specialist;M237930;Voluntary Termination - Early Retirement;20140812;20160321;1;40;5; 223.691,00 
E299825;DIV09;DEP023;432;JC_Specialist;M300121;Voluntary Termination - Early Retirement;20140812;20160322;1;40;5; 75.801,00 
E299826;DIV06;DEP023;253;JC_Senior specialist;M109659;Voluntary Termination - Career Development;20140812;20160323;1;40;5; 30.887,00 
E299827;DIV09;DEP023;253;JC_Senior specialist;M300121;Voluntary Termination - Early Retirement;20140812;20160324;1;40;5; 113.612,00 
E299828;DIV02;DEP023;444;JC_Expert;M252825;Voluntary Termination - Career Development;20140812;20160325;1;40;5; 106.701,00 
E299829;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Career Development;20140812;20160326;1;40;5; 89.686,00 
E299830;DIV03;DEP023;453;JC_Expert;M237930;Voluntary Termination - Early Retirement;20140812;20160327;1;40;5; 100.007,00 
E299831;DIV03;DEP023;445;JC_Manager;M266882;Voluntary Termination - Career Development;20140812;20160328;1;40;5; 50.020,00 
E299832;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Career Development;20140812;20160329;1;40;5; 128.364,00 
E299833;DIV09;DEP023;446;JC_Director;M300121;Voluntary Termination - Career Development;20140812;20160330;1;40;5; 70.572,00 
E299834;DIV09;DEP023;446;JC_Director;M300121;Voluntary Termination - Career Development;20140812;20160530;1;40;5; 55.264,00 
E299835;DIV09;DEP023;446;JC_Director;M300121;Voluntary Termination - Career Development;20140812;20160531;1;40;5; 71.724,00 
E299836;DIV02;DEP023;454;JC_Manager;M252825;Voluntary Termination - Career Development;20140812;20160601;1;40;5; 78.149,00 
E299837;DIV03;DEP023;442;JC_Specialist;M237930;Voluntary Termination - Career Development;20140812;20160602;1;40;5; 113.051,00 
E299838;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Career Development;20140812;20160603;1;40;5; 125.980,00 
E299839;DIV02;DEP023;293;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140812;20160604;1;40;5; 269.969,00 
E299840;DIV03;DEP023;413;JC_Senior specialist;M237930;Voluntary Termination - Early Retirement;20140812;20160605;1;40;5; 81.217,00 
E299841;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Career Development;20140812;20160606;1;40;5; 81.112,00 
E299842;DIV02;DEP023;446;JC_Director;M252825;Voluntary Termination - Career Development;20140812;20160607;1;40;5; 132.423,00 
E299843;DIV02;DEP023;253;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140812;20160608;1;40;5; 118.322,00 
E299844;DIV09;DEP023;454;JC_Manager;M300121;Voluntary Termination - Career Development;20140812;20160410;1;40;5; 109.321,00 
E299845;DIV03;DEP023;454;JC_Manager;M266882;Voluntary Termination - Career Development;20140812;20160411;1;40;5; 12.934,00 
E299846;DIV05;DEP023;445;JC_Manager;M044139;Voluntary Termination - Career Development;20140812;20160412;1;40;5; 41.277,00 
E299847;DIV09;DEP023;455;JC_Director;M300121;Voluntary Termination - Career Development;20140812;20160413;1;40;5; 70.563,00 
E299848;DIV09;DEP023;445;JC_Manager;M300121;Voluntary Termination - Career Development;20140812;20160414;1;40;5; 68.232,00 
E299849;DIV02;DEP023;455;JC_Director;M252825;Voluntary Termination - Career Development;20140812;20160415;1;40;5; 304.330,00 
E299850;DIV02;DEP023;362;JC_Specialist;M252825;Voluntary Termination - Career Development;20140812;20161115;1;40;5; 84.644,00 
E299851;DIV02;DEP023;455;JC_Director;M252825;Voluntary Termination - Career Development;20140812;20161116;1;40;5; 270.696,00 
E300147;DIV02;DEP023;434;JC_Expert;M252825;Voluntary Termination - Personal Reason;20141003;20141202;1;40;5; 75.403,00 
E299852;DIV03;DEP023;423;JC_Senior specialist;M266882;Voluntary Termination - Career Development;20140812;20161117;1;40;5; 38.910,00 
E299853;DIV03;DEP023;272;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140812;20161118;1;40;5; 73.198,00 
E299854;DIV03;DEP023;447;JC_Executive;M266882;Voluntary Termination - Career Development;20140812;20161119;1;40;5; 39.029,00 
E299855;DIV03;DEP023;456;JC_Senior Executive;M266882;Voluntary Termination - Career Development;20140812;20161120;1;40;5; 58.492,00 
E299856;DIV03;DEP023;404;JC_Expert;M237930;Voluntary Termination - Career Development;20140812;20161121;1;40;5; 77.312,00 
E299857;DIV09;DEP023;446;JC_Director;M300121;Voluntary Termination - Career Development;20140812;20161122;1;40;5; 89.915,00 
E299858;DIV02;DEP023;293;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140812;20161123;1;40;5; 72.172,00 
E299859;DIV08;DEP023;447;JC_Executive;M293226;Voluntary Termination - Career Development;20140812;20161124;1;40;5; 32.479,00 
E299860;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Career Development;20140812;20160426;1;40;5; 90.152,00 
E299861;DIV03;DEP023;214;JC_Expert;M237930;Voluntary Termination - Career Development;20140812;20160427;1;40;5; 90.948,00 
E299862;DIV02;DEP023;292;JC_Specialist;M252825;Voluntary Termination - Career Development;20140812;20160428;1;40;5; 275.282,00 
E299863;DIV03;DEP023;444;JC_Expert;M237930;Voluntary Termination - Career Development;20140812;20160429;1;40;5; 111.766,00 
E299864;DIV02;DEP023;454;JC_Manager;M252825;Voluntary Termination - Career Development;20140812;20160430;1;40;5; 61.284,00 
E299865;DIV02;DEP023;452;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140812;20160501;1;40;5; 109.033,00 
E299866;DIV05;DEP023;361;JC_Associate;M044139;Voluntary Termination - Career Development;20140812;20160502;1;40;5; 64.231,00 
E299867;DIV03;DEP023;454;JC_Manager;M237930;Voluntary Termination - Career Development;20140812;20160503;1;40;5; 19.644,00 
E299868;DIV03;DEP023;453;JC_Expert;M237930;Voluntary Termination - Career Development;20140812;20160504;1;40;5; 96.936,00 
E299869;DIV09;DEP023;402;JC_Specialist;M300121;Voluntary Termination - Career Development;20140812;20160505;1;40;5; 82.844,00 
E299870;DIV03;DEP023;411;JC_Associate;M266882;Voluntary Termination - Career Development;20140812;20160506;1;40;5; 15.136,00 
E299871;DIV02;DEP023;455;JC_Director;M252825;Voluntary Termination - Career Development;20140812;20160507;1;40;5; 296.437,00 
E299872;DIV03;DEP023;454;JC_Manager;M237930;Voluntary Termination - Career Development;20140812;20170226;1;40;5; 32.163,00 
E299873;DIV03;DEP023;454;JC_Manager;M266882;Voluntary Termination - Career Development;20140812;20170227;1;40;5; 30.275,00 
E299874;DIV05;DEP023;454;JC_Manager;M044139;Voluntary Termination - Compensation;20140812;20170228;1;40;5; 46.317,00 
E299875;DIV02;DEP023;447;JC_Executive;M252825;Voluntary Termination - Career Development;20140812;20170226;1;40;5; 82.400,00 
E299876;DIV09;DEP023;444;JC_Expert;M300121;Voluntary Termination - Career Development;20140812;20170227;1;40;5; 82.836,00 
E299877;DIV02;DEP023;452;JC_Senior specialist;M252825;Voluntary Termination - Compensation;20140812;20170228;1;40;5; 51.575,00 
E299878;DIV03;DEP023;452;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140812;20170228;1;40;5; 122.589,00 
E299879;DIV01;DEP023;454;JC_Manager;M144808;Voluntary Termination - Career Development;20140812;20170301;1;40;5; 53.360,00 
E299880;DIV09;DEP023;214;JC_Expert;M300121;Voluntary Termination - Career Development;20140812;20170302;1;40;5; 50.625,00 
E299881;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Compensation;20140812;20170303;1;40;5; 47.559,00 
E299882;DIV03;DEP023;443;JC_Senior specialist;M266882;Voluntary Termination - Career Development;20140812;20170304;1;40;5; 80.733,00 
E299883;DIV03;DEP023;452;JC_Senior specialist;M266882;Voluntary Termination - Career Development;20140812;20170305;1;40;5; 43.496,00 
E299884;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Compensation;20140812;20170306;1;40;5; 68.233,00 
E299885;DIV01;DEP023;454;JC_Manager;M144808;Voluntary Termination - Compensation;20140912;20170307;1;40;5; 852.803,00 
E299886;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Early Retirement;20140912;20170806;1;40;5; 58.364,00 
E299887;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Compensation;20140912;20170807;1;40;5; 52.774,00 
E299888;DIV03;DEP023;443;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140912;20170808;1;40;5; 68.216,00 
E299889;DIV01;DEP023;454;JC_Manager;M144808;Voluntary Termination - Compensation;20140912;20170809;1;40;5; 86.810,00 
E299890;DIV02;DEP023;453;JC_Expert;M252825;Voluntary Termination - Compensation;20140912;20170810;1;40;5; 83.339,00 
E299891;DIV09;DEP023;453;JC_Expert;M300121;Voluntary Termination - Career Development;20140912;20170811;1;40;5; 49.469,00 
E299892;DIV02;DEP023;412;JC_Specialist;M252825;Voluntary Termination - Compensation;20140912;20170812;1;40;5; 255.897,00 
E299893;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Personal Reason;20140912;20170813;1;40;5; 75.092,00 
E299894;DIV09;DEP023;444;JC_Expert;M300121;Voluntary Termination - Career Development;20140912;20170316;1;40;5; 82.819,00 
E299895;DIV03;DEP023;442;JC_Specialist;M237930;Voluntary Termination - Career Development;20140912;20170317;1;40;5; 457.604,00 
E299896;DIV09;DEP023;445;JC_Manager;M300121;Voluntary Termination - Career Development;20140912;20170318;1;40;5; 78.031,00 
E299897;DIV09;DEP023;445;JC_Manager;M300121;Voluntary Termination - Career Development;20140912;20170319;1;40;5; 54.057,00 
E299898;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Compensation;20140912;20170320;1;40;5; 302.715,00 
E299899;DIV09;DEP023;452;JC_Senior specialist;M300121;Voluntary Termination - Career Development;20140912;20170321;1;40;5; 86.197,00 
E299900;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Compensation;20140912;20170322;1;40;5; 241.481,00 
E299901;DIV02;DEP023;432;JC_Specialist;M252825;Voluntary Termination - Compensation;20140912;20170323;1;40;5; 48.099,00 
E299902;DIV09;DEP023;445;JC_Manager;M300121;Voluntary Termination - Career Development;20140912;20170324;1;40;5; 54.309,00 
E299903;DIV01;DEP023;301;JC_Associate;M144808;Voluntary Termination - Career Development;20140912;20170325;1;40;5; 27.955,00 
E299904;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Compensation;20140912;20170326;1;40;5; 71.374,00 
E299905;DIV03;DEP023;252;JC_Specialist;M237930;Voluntary Termination - Career Development;20140912;20170327;1;40;5; 91.789,00 
E299906;DIV03;DEP023;444;JC_Expert;M237930;Voluntary Termination - Career Development;20140912;20170328;1;40;5; 54.389,00 
E299907;DIV02;DEP023;442;JC_Specialist;M252825;Voluntary Termination - Compensation;20140912;20170329;1;40;5; 71.400,00 
E299908;DIV02;DEP023;444;JC_Expert;M252825;Voluntary Termination - Compensation;20140912;20170330;1;40;5; 130.713,00 
E299909;DIV02;DEP023;454;JC_Manager;M252825;Voluntary Termination - Compensation;20140912;20170331;1;40;5; 96.778,00 
E299910;DIV07;DEP023;452;JC_Senior specialist;M154464;Voluntary Termination - Compensation;20140912;20170401;1;40;5; 49.743,00 
E299911;DIV02;DEP023;361;JC_Associate;M252825;Voluntary Termination - Career Development;20140912;20170402;1;40;5; 81.113,00 
E299912;DIV03;DEP023;457;JC_Senior Executive;M237930;Voluntary Termination - Career Development;20140912;20170403;1;40;5; 107.989,00 
E299913;DIV06;DEP023;455;JC_Director;M124542;Voluntary Termination - Career Development;20140912;20170404;1;40;5; 37.798,00 
E299914;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Career Development;20140912;20170405;1;40;5; 61.768,00 
E299915;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Career Development;20140912;20170406;1;40;5; 62.005,00 
E299916;DIV03;DEP023;443;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140912;20170407;1;40;5; 23.355,00 
E299917;DIV09;DEP023;452;JC_Senior specialist;M300121;Voluntary Termination - Career Development;20140912;20170408;1;40;5; 73.076,00 
E299918;DIV02;DEP023;454;JC_Manager;M252825;Voluntary Termination - Compensation;20140912;20170906;1;40;5; 216.662,00 
E299919;DIV01;DEP023;445;JC_Manager;M144808;Voluntary Termination - Compensation;20140912;20170907;1;40;5; 64.538,00 
E299920;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Compensation;20140912;20170908;1;40;5; 11.581,00 
E299921;DIV02;DEP023;331;JC_Specialist;M252825;Voluntary Termination - Compensation;20140912;20170909;1;40;5; 397.571,00 
E299922;DIV05;DEP023;445;JC_Manager;M044139;Voluntary Termination - Compensation;20140912;20170910;1;40;5; 45.685,00 
E299923;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Personal Reason;20140912;20170911;1;40;5; 406.315,00 
E299924;DIV03;DEP023;454;JC_Manager;M266882;Voluntary Termination - Personal Reason;20140912;20170912;1;40;5; 36.709,00 
E299925;DIV09;DEP023;444;JC_Expert;M300121;Voluntary Termination - Personal Reason;20140912;20170913;1;40;5; 114.450,00 
E299926;DIV02;DEP023;455;JC_Director;M252825;Voluntary Termination - Compensation;20140912;20170914;1;40;5; 89.526,00 
E299927;DIV03;DEP023;452;JC_Senior specialist;M237930;Voluntary Termination - Compensation;20140912;20170915;1;40;5; 106.190,00 
E299928;DIV02;DEP023;453;JC_Expert;M252825;Voluntary Termination - Compensation;20140912;20170916;1;40;5; 254.844,00 
E299929;DIV05;DEP023;444;JC_Expert;M044139;Voluntary Termination - Career Development;20140912;20170917;1;40;5; 37.688,00 
E299930;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Career Development;20140912;20170421;1;40;5; 48.459,00 
E299931;DIV03;DEP023;454;JC_Manager;M237930;Voluntary Termination - Compensation;20140912;20170422;1;40;5; 91.280,00 
E299932;DIV09;DEP023;454;JC_Manager;M300121;Voluntary Termination - Compensation;20140912;20170423;1;40;5; 73.680,00 
E299933;DIV09;DEP023;454;JC_Manager;M300121;Voluntary Termination - Compensation;20140926;20170424;1;40;5; 84.196,00 
E299934;DIV08;DEP023;454;JC_Manager;M236190;Voluntary Termination - Compensation;20140926;20170425;1;40;5; 41.324,00 
E299935;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Career Development;20140926;20170426;1;40;5; 77.590,00 
E299936;DIV02;DEP023;454;JC_Manager;M252825;Voluntary Termination - Compensation;20140926;20170427;1;40;5; 51.009,00 
E299937;DIV02;DEP023;282;JC_Specialist;M252825;Voluntary Termination - Compensation;20140926;20170428;1;40;5; 47.587,00 
E299938;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Compensation;20140926;20170429;1;40;5; 280.612,00 
E299939;DIV02;DEP023;453;JC_Expert;M252825;Voluntary Termination - Compensation;20140926;20170430;1;40;5; 296.596,00 
E299940;DIV03;DEP023;454;JC_Manager;M237930;Voluntary Termination - Career Development;20140926;20170501;1;40;5; 129.937,00 
E299941;DIV03;DEP023;403;JC_Senior specialist;M266882;Voluntary Termination - Compensation;20140926;20170502;1;40;5; 72.643,00 
E299942;DIV02;DEP023;452;JC_Senior specialist;M252825;Voluntary Termination - Compensation;20140926;20170503;1;40;5; 401.771,00 
E299943;DIV02;DEP023;450;JC_Associate;M252825;Voluntary Termination - Compensation;20140926;20170504;1;40;5; 105.461,00 
E299944;DIV02;DEP023;445;JC_Manager;M252825;Voluntary Termination - Compensation;20140926;20170505;1;40;5; 250.912,00 
E299945;DIV02;DEP023;444;JC_Expert;M252825;Voluntary Termination - Compensation;20140926;20170506;1;40;5; 137.937,00 
E299946;DIV02;DEP023;444;JC_Expert;M252825;Voluntary Termination - Career Development;20140926;20180226;1;40;5; 133.428,00 
E299947;DIV09;DEP023;443;JC_Senior specialist;M300121;Voluntary Termination - Career Development;20140926;20180227;1;40;5; 47.885,00 
E299948;DIV02;DEP023;443;JC_Senior specialist;M252825;Voluntary Termination - Career Development;20140926;20180228;1;40;5; 239.748,00 
E299949;DIV02;DEP023;444;JC_Expert;M252825;Voluntary Termination - Career Development;20140926;20180301;1;40;5; 233.859,00 
E299950;DIV02;DEP023;454;JC_Manager;M252825;Voluntary Termination - Career Development;20140926;20180302;1;40;5; 55.360,00 
E299951;DIV03;DEP023;452;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140926;20180303;1;40;5; 20.808,00 
E299952;DIV02;DEP023;362;JC_Specialist;M252825;Voluntary Termination - Career Development;20140926;20180304;1;40;5; 68.232,00 
E299953;DIV03;DEP023;452;JC_Senior specialist;M237930;Voluntary Termination - Career Development;20140926;20180305;1;40;5; 224.759,00 
E299954;DIV09;DEP023;452;JC_Senior specialist;M300121;Voluntary Termination - Career Development;20140926;20180306;1;40;5; 68.175,00 
E299955;DIV09;DEP023;452;JC_Senior specialist;M300121;Voluntary Termination - Career Development;20140926;20180307;1;40;5; 83.684,00 
E299956;DIV02;DEP023;453;JC_Expert;M252825;Voluntary Termination - Career Development;20140926;20180308;1;40;5; 44.878,00 
